time,asset,scope,modbus_unit_id,readtime,active_power,active_energy
2021-07-28 16:15:16+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 16:00:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:30:16+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:15:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:00:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:45:16+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:30:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:15:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:00:16+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:30:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:15:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:00:16+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:30:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:15:16+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:00:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 11:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 11:30:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 11:15:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,0,90419000
2021-07-28 11:00:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,69.84,90419000
2021-07-28 10:45:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,178.38,90419000
2021-07-28 10:30:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1292.44,90418000
2021-07-28 10:15:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,5118.21,90418000
2021-07-28 10:00:09+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,10477.42,90417000
2021-07-28 09:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,14700.5,90414000
2021-07-28 09:30:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,10176.18,90410000
2021-07-28 09:15:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,14190.95,90407000
2021-07-28 09:00:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,5664.03,90403000
2021-07-28 08:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,5044.77,90402000
2021-07-28 08:30:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,14512.16,90401000
2021-07-28 08:15:09+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,19288.65,90398000
2021-07-28 08:00:09+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,29072.94,90393000
2021-07-28 07:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,32065.44,90386000
2021-07-28 07:30:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,32611.84,90378000
2021-07-28 07:15:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,37023.75,90370000
2021-07-28 07:00:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,42054.5,90361000
2021-07-28 06:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,26687.87,90350000
2021-07-28 06:30:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,24268.37,90344000
2021-07-28 06:15:09+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,17913.09,90338000
2021-07-28 06:00:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,13348.4,90334000
2021-07-28 05:45:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,32264.39,90331000
2021-07-28 05:30:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,14910.65,90323000
2021-07-28 05:15:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,59263.71,90319000
2021-07-28 05:00:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,42714.24,90304000
2021-07-28 04:45:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,74206.11,90293000
2021-07-28 04:30:09+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,64498.89,90274000
2021-07-28 04:15:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,35654.07,90258000
2021-07-28 04:00:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,21506.35,90249000
2021-07-28 03:45:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,56116.19,90243000
2021-07-28 03:30:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,60946.79,90229000
2021-07-28 03:15:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,38108.74,90214000
2021-07-28 03:00:09+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,36415.18,90204000
2021-07-28 02:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,45677.98,90195000
2021-07-28 02:30:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,44312.54,90183000
2021-07-28 02:15:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,47346.96,90172000
2021-07-28 02:00:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,48812.83,90160000
2021-07-28 01:45:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,38332.21,90148000
2021-07-28 01:30:09+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,35713.65,90138000
2021-07-28 01:15:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,46046.88,90129000
2021-07-28 01:00:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,34970.34,90117000
2021-07-28 00:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,32442.61,90108000
2021-07-28 00:30:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,26092.89,90100000
2021-07-28 00:15:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,18018.34,90093000
2021-07-28 00:00:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,14051.64,90088000
2021-07-27 23:45:12+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,9766.94,90084000
2021-07-27 23:30:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,8031.58,90081000
2021-07-27 23:15:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4419.9,90079000
2021-07-27 23:00:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1778.71,90078000
2021-07-27 22:45:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,235.73,90078000
2021-07-27 22:30:12+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,90078000
2021-07-27 22:15:12+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 22:00:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:30:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:15:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:00:12+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:30:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:15:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:00:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:45:12+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:30:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:15:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:00:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:45:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:30:12+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:15:12+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:00:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:45:15+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:30:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:15:10+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:00:12+00,ABB-111890-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 16:15:16+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 16:00:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:45:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:30:16+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:15:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:00:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:45:16+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:30:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:15:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:00:16+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:45:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:30:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:15:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:00:16+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:45:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:30:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:15:16+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:00:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 11:45:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 11:30:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 11:15:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,0,86080000
2021-07-28 11:00:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,41.66,86080000
2021-07-28 10:45:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,183.32,86080000
2021-07-28 10:30:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1142.35,86080000
2021-07-28 10:15:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4551.52,86079000
2021-07-28 10:00:09+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,9211.7,86078000
2021-07-28 09:45:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,13051.04,86076000
2021-07-28 09:30:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,9265.83,86073000
2021-07-28 09:15:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,12967.26,86071000
2021-07-28 09:00:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,5924.56,86067000
2021-07-28 08:45:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,5357.02,86066000
2021-07-28 08:30:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,13341.03,86065000
2021-07-28 08:15:09+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,18012.88,86062000
2021-07-28 08:00:09+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,29165.61,86057000
2021-07-28 07:45:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,32953.96,86050000
2021-07-28 07:30:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,33329.76,86042000
2021-07-28 07:15:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,37498.29,86034000
2021-07-28 07:00:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,41566.13,86025000
2021-07-28 06:45:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,28936.89,86015000
2021-07-28 06:30:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,24782.27,86008000
2021-07-28 06:15:09+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,15277.76,86002000
2021-07-28 06:00:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,13398.11,85998000
2021-07-28 05:45:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,31445.31,85994000
2021-07-28 05:30:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,15343.62,85986000
2021-07-28 05:15:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,55093.94,85982000
2021-07-28 05:00:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,39296.84,85968000
2021-07-28 04:45:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,63298.89,85958000
2021-07-28 04:30:09+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,58316.31,85942000
2021-07-28 04:15:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,34138.89,85927000
2021-07-28 04:00:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,20771.46,85918000
2021-07-28 03:45:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,53924.52,85913000
2021-07-28 03:30:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,62338.82,85899000
2021-07-28 03:15:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,35432.04,85883000
2021-07-28 03:00:09+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,34129.79,85874000
2021-07-28 02:45:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,43119.51,85865000
2021-07-28 02:30:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,41910.27,85854000
2021-07-28 02:15:15+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,43802.41,85843000
2021-07-28 02:00:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,44092.76,85832000
2021-07-28 01:45:10+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,33625.28,85821000
2021-07-28 01:30:09+00,ABB-111887-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,29731.18,85812000
