time,asset,scope,modbus_unit_id,readtime,active_power,active_energy
2021-07-28 08:30:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,13685.65,88755000
2021-07-28 08:15:09+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,18441.07,88752000
2021-07-28 08:00:09+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,27476.77,88747000
2021-07-28 07:45:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,29828.69,88740000
2021-07-28 07:30:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,30145.34,88732000
2021-07-28 07:15:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,34309.66,88724000
2021-07-28 07:00:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,38721.54,88715000
2021-07-28 06:45:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,24486.89,88705000
2021-07-28 06:30:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,22838.71,88699000
2021-07-28 06:15:09+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,17177.44,88693000
2021-07-28 06:00:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,12464.6,88689000
2021-07-28 05:45:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,30715.34,88686000
2021-07-28 05:30:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,14443.46,88678000
2021-07-28 05:15:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,57064.1,88674000
2021-07-28 05:00:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,39778.76,88660000
2021-07-28 04:45:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,72539.32,88650000
2021-07-28 04:30:09+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,64377.3,88632000
2021-07-28 04:15:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,35378.25,88616000
2021-07-28 04:00:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,19921.55,88607000
2021-07-28 03:45:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,54658.16,88602000
2021-07-28 03:30:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,56366.01,88588000
2021-07-28 03:15:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,35449.17,88574000
2021-07-28 03:00:09+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,33737.09,88565000
2021-07-28 02:45:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,41814.39,88557000
2021-07-28 02:30:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,40430.36,88546000
2021-07-28 02:15:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,43450.22,88536000
2021-07-28 02:00:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,42999.32,88525000
2021-07-28 01:45:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,34751.29,88514000
2021-07-28 01:30:09+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,31412.67,88505000
2021-07-28 01:15:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,38944.74,88497000
2021-07-28 01:00:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,30277.84,88487000
2021-07-28 00:45:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,28314.73,88479000
2021-07-28 00:30:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,22946.73,88472000
2021-07-28 00:15:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,16256.21,88466000
2021-07-28 00:00:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,12860.46,88462000
2021-07-27 23:45:12+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,9192.25,88459000
2021-07-27 23:30:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,9926.28,88456000
2021-07-27 23:15:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4276.17,88453000
2021-07-27 23:00:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1666.49,88452000
2021-07-27 22:45:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,203.78,88451000
2021-07-27 22:30:12+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 22:15:12+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 22:00:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:45:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:30:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:15:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:00:12+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:45:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:30:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:15:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:00:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:45:12+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:30:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:15:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:00:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:45:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:30:12+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:15:12+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:00:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:45:15+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:30:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:15:10+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:00:12+00,ABB-111865-3Q15-3720,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 16:15:16+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 16:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:30:16+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 15:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:45:16+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 14:00:16+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 13:00:16+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:15:16+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 12:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 11:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 11:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 11:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-28 11:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,0,50527000
2021-07-28 10:45:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,0,50527000
2021-07-28 10:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,0,50527000
2021-07-28 10:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,256.69,50527000
2021-07-28 10:00:09+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,743.14,50527000
2021-07-28 09:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1207.26,50527000
2021-07-28 09:30:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,795.56,50526000
2021-07-28 09:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1219.56,50525000
2021-07-28 09:00:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,402.61,50525000
2021-07-28 08:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,330.61,50525000
2021-07-28 08:30:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1275.15,50525000
2021-07-28 08:15:09+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1803.67,50524000
2021-07-28 08:00:09+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3151.35,50524000
2021-07-28 07:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3642.27,50523000
2021-07-28 07:30:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3691.02,50522000
2021-07-28 07:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4163.21,50521000
2021-07-28 07:00:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4633.26,50520000
2021-07-28 06:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3178.75,50519000
2021-07-28 06:30:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,2602.69,50518000
2021-07-28 06:15:09+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1455.41,50517000
2021-07-28 06:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1295.41,50517000
2021-07-28 05:45:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3418,50517000
2021-07-28 05:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1470.43,50516000
2021-07-28 05:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,5460.37,50515000
2021-07-28 05:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4458.65,50514000
2021-07-28 04:45:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,8229.77,50513000
2021-07-28 04:30:09+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,8464.15,50511000
2021-07-28 04:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4125.88,50509000
2021-07-28 04:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,2193.67,50508000
2021-07-28 03:45:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,5739.58,50507000
2021-07-28 03:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,6714.47,50506000
2021-07-28 03:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3911.21,50505000
2021-07-28 03:00:09+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3779.68,50504000
2021-07-28 02:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4861.02,50503000
2021-07-28 02:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4749.23,50502000
2021-07-28 02:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4959.32,50501000
2021-07-28 02:00:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4941.04,50500000
2021-07-28 01:45:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3687.72,50499000
2021-07-28 01:30:09+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3313.4,50498000
2021-07-28 01:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4002.83,50497000
2021-07-28 01:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3278.91,50496000
2021-07-28 00:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3048.03,50495000
2021-07-28 00:30:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,2306.41,50495000
2021-07-28 00:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1645,50494000
2021-07-28 00:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1213.78,50493000
2021-07-27 23:45:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,749.06,50493000
2021-07-27 23:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,485.23,50493000
2021-07-27 23:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,140.78,50493000
2021-07-27 23:00:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,0,50493000
2021-07-27 22:45:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 22:30:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 22:15:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 22:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:30:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:00:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:00:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:45:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:00:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:45:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:30:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:15:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:30:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:00:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
